indx,text
59,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 7190000000.0, Total Non Current Assets is 12120000000.0, Current Liabilities is 4002000000.0, Total Non Current Liabilities Net Minority Interest is 11747000000.0, Stockholders Equity is 3561000000.0, Market Cap is 32533680128, Industry is Internet Retail, Employees is 12300.0, City is San Jose, EBITDA Margins is 0.25511, Profit Margins is 0.19677, Gross Margins is 0.72024, Day High is 68.095,.
"
60,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 25224000000.0, Total Non Current Assets is 49214000000.0, Current Liabilities is 15489000000.0, Total Non Current Liabilities Net Minority Interest is 22044000000.0, Stockholders Equity is 36686000000.0, Market Cap is 225601224704, Industry is Medical Devices, Employees is 114000.0, City is North Chicago, EBITDA Margins is 0.26263002, Profit Margins is 0.13992, Gross Margins is 0.55907, Day High is 130.71,.
"
61,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 24239000000.0, Total Non Current Assets is 50957000000.0, Current Liabilities is 13105000000.0, Total Non Current Liabilities Net Minority Interest is 26067000000.0, Stockholders Equity is 35802000000.0, Market Cap is 225601224704, Industry is Medical Devices, Employees is 114000.0, City is North Chicago, EBITDA Margins is 0.26263002, Profit Margins is 0.13992, Gross Margins is 0.55907, Day High is 130.71,.
"
62,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 20441000000.0, Total Non Current Assets is 52107000000.0, Current Liabilities is 11907000000.0, Total Non Current Liabilities Net Minority Interest is 27638000000.0, Stockholders Equity is 32784000000.0, Market Cap is 225601224704, Industry is Medical Devices, Employees is 114000.0, City is North Chicago, EBITDA Margins is 0.26263002, Profit Margins is 0.13992, Gross Margins is 0.55907, Day High is 130.71,.
"
63,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 43269000000.0, Total Non Current Assets is 148303000000.0, Current Liabilities is 28053000000.0, Total Non Current Liabilities Net Minority Interest is 53554000000.0, Stockholders Equity is 105590000000.0, Market Cap is 94653800448, Industry is Semiconductors, Employees is 124100.0, City is Santa Clara, EBITDA Margins is 0.19243, Profit Margins is -0.29423, Gross Margins is 0.40069, Day High is 22.1,.
"
64,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 50407000000.0, Total Non Current Assets is 131696000000.0, Current Liabilities is 32155000000.0, Total Non Current Liabilities Net Minority Interest is 46662000000.0, Stockholders Equity is 101423000000.0, Market Cap is 94653800448, Industry is Semiconductors, Employees is 124100.0, City is Santa Clara, EBITDA Margins is 0.19243, Profit Margins is -0.29423, Gross Margins is 0.40069, Day High is 22.1,.
"
65,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 58558000000.0, Total Non Current Assets is 109848000000.0, Current Liabilities is 27462000000.0, Total Non Current Liabilities Net Minority Interest is 45553000000.0, Stockholders Equity is 95391000000.0, Market Cap is 94653800448, Industry is Semiconductors, Employees is 124100.0, City is Santa Clara, EBITDA Margins is 0.19243, Profit Margins is -0.29423, Gross Margins is 0.40069, Day High is 22.1,.
"
66,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 22648000000.0, Total Non Current Assets is 98181000000.0, Current Liabilities is 35756000000.0, Total Non Current Liabilities Net Minority Interest is 38008000000.0, Stockholders Equity is 46777000000.0, Market Cap is 397756891136, Industry is Household & Personal Products, Employees is 108000.0, City is Cincinnati, EBITDA Margins is 0.28651, Profit Margins is 0.17063, Gross Margins is 0.51756, Day High is 169.98,.
"
67,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 21653000000.0, Total Non Current Assets is 95555000000.0, Current Liabilities is 33081000000.0, Total Non Current Liabilities Net Minority Interest is 37273000000.0, Stockholders Equity is 46589000000.0, Market Cap is 397756891136, Industry is Household & Personal Products, Employees is 108000.0, City is Cincinnati, EBITDA Margins is 0.28651, Profit Margins is 0.17063, Gross Margins is 0.51756, Day High is 169.98,.
"
68,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 23091000000.0, Total Non Current Assets is 96216000000.0, Current Liabilities is 33132000000.0, Total Non Current Liabilities Net Minority Interest is 39521000000.0, Stockholders Equity is 46378000000.0, Market Cap is 397756891136, Industry is Household & Personal Products, Employees is 108000.0, City is Cincinnati, EBITDA Margins is 0.28651, Profit Margins is 0.17063, Gross Margins is 0.51756, Day High is 169.98,.
"
69,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 2439600000.0, Total Non Current Assets is 27317200000.0, Current Liabilities is 1503300000.0, Total Non Current Liabilities Net Minority Interest is 11411300000.0, Stockholders Equity is 15213600000.0, Market Cap is 8055040000, Industry is Asset Management, Employees is 8524.0, City is Atlanta, EBITDA Margins is 0.17886, Profit Margins is -0.030030001, Gross Margins is 0.25354, Day High is 18.37,.
"
70,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 3464700000.0, Total Non Current Assets is 29220900000.0, Current Liabilities is 2760900000.0, Total Non Current Liabilities Net Minority Interest is 13245900000.0, Stockholders Equity is 15495800000.0, Market Cap is 8055040000, Industry is Asset Management, Employees is 8524.0, City is Atlanta, EBITDA Margins is 0.17886, Profit Margins is -0.030030001, Gross Margins is 0.25354, Day High is 18.37,.
"
71,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 2885300000.0, Total Non Current Assets is 33618800000.0, Current Liabilities is 8789800000.0, Total Non Current Liabilities Net Minority Interest is 12693600000.0, Stockholders Equity is 14361800000.0, Market Cap is 8055040000, Industry is Asset Management, Employees is 8524.0, City is Atlanta, EBITDA Margins is 0.17886, Profit Margins is -0.030030001, Gross Margins is 0.25354, Day High is 18.37,.
"
72,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 49616000000.0, Total Non Current Assets is 57003000000.0, Current Liabilities is 28748000000.0, Total Non Current Liabilities Net Minority Interest is 14261000000.0, Stockholders Equity is 62634000000.0, Market Cap is 1090979233792, Industry is Auto Manufacturers, Employees is 140473.0, City is Austin, EBITDA Margins is 0.13633001, Profit Margins is 0.13075, Gross Margins is 0.18229, Day High is 341.16,.
"
73,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 40917000000.0, Total Non Current Assets is 41421000000.0, Current Liabilities is 26709000000.0, Total Non Current Liabilities Net Minority Interest is 9731000000.0, Stockholders Equity is 44704000000.0, Market Cap is 1090979233792, Industry is Auto Manufacturers, Employees is 140473.0, City is Austin, EBITDA Margins is 0.13633001, Profit Margins is 0.13075, Gross Margins is 0.18229, Day High is 341.16,.
"
74,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 27100000000.0, Total Non Current Assets is 35027000000.0, Current Liabilities is 19705000000.0, Total Non Current Liabilities Net Minority Interest is 10843000000.0, Stockholders Equity is 30189000000.0, Market Cap is 1090979233792, Industry is Auto Manufacturers, Employees is 140473.0, City is Austin, EBITDA Margins is 0.13633001, Profit Margins is 0.13075, Gross Margins is 0.18229, Day High is 341.16,.
"
75,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 4029587000.0, Total Non Current Assets is 9385513000.0, Current Liabilities is 1811423000.0, Total Non Current Liabilities Net Minority Interest is 13244042000.0, Stockholders Equity is -750838000.0, Market Cap is 8510651392, Industry is Resorts & Casinos, Employees is 27800.0, City is Las Vegas, EBITDA Margins is 0.25658, Profit Margins is 0.1337, Gross Margins is 0.69086, Day High is 78.025,.
"
